"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Tuesday, December 05, 2023 09:24:03"
"Sample Description:"
"Batch ID:","12/05/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Bi",209,,"ug/L",,415046.616
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Tuesday, December 05, 2023 13:19:07"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,480182.658
"| ","Be",9,0.015101,"ug/L",40.044,12.000
"|-","Al",27,2.795081,"ug/L",2.662,34441.455
"|-","V",51,-0.658936,"ug/L",46.170,-11250.298
"| ","Cr",52,0.466340,"ug/L",3.905,10398.944
"| ","Mn",55,0.027915,"ug/L",24.787,1279.090
"| ","Fe",57,1.677159,"ug/L",29.858,3932.851
"| ","Co",59,-0.003573,"ug/L",29.918,79.667
"| ","Ni",60,-3.804424,"ug/L",0.127,48.667
"| ","Cu",63,-0.000467,"ug/L",282.761,202.002
"| ","Zn",66,0.082510,"ug/L",24.334,368.007
"| ","As",75,-0.072580,"ug/L",88.902,-530.434
"| ","Se",82,0.016913,"ug/L",731.902,9.955
"|>","Ge",74,,"ug/L",,284435.302
"|-","Mo",97,0.062841,"ug/L",7.356,182.166
"|-","Ag",107,0.002498,"ug/L",20.099,32.667
"| ","Cd",111,0.002357,"ug/L",39.409,52.859
"|>","In",115,,"ug/L",,313746.433
"| ","Sb",123,0.301519,"ug/L",10.385,1372.744
"|-","Ba",137,0.014785,"ug/L",11.773,118.907
"|-","Tl",205,-0.019023,"ug/L",3.201,278.671
"| ","Pb",208,0.002193,"ug/L",58.877,466.338
"|>","Bi",209,,"ug/L",,395980.688
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3783-08"
"Sample Date/Time:","Tuesday, December 05, 2023 13:22:28"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,484500.432
"| ","Be",9,0.022564,"ug/L",28.581,15.667
"|-","Al",27,14.560523,"ug/L",2.274,96751.948
"|-","V",51,-1.485913,"ug/L",8.672,-17934.068
"| ","Cr",52,1.153788,"ug/L",2.240,15261.467
"| ","Mn",55,1127.740119,"ug/L",0.523,15928099.493
"| ","Fe",57,2284.065262,"ug/L",0.402,638337.082
"| ","Co",59,2.308274,"ug/L",0.594,21841.206
"| ","Ni",60,1.033956,"ug/L",6.404,9035.822
"| ","Cu",63,8.235582,"ug/L",0.440,32363.171
"| ","Zn",66,45.245957,"ug/L",0.833,50032.973
"| ","As",75,0.091665,"ug/L",430.563,-323.979
"| ","Se",82,0.711467,"ug/L",9.705,100.679
"|>","Ge",74,,"ug/L",,270116.821
"|-","Mo",97,3.333034,"ug/L",3.168,5233.202
"|-","Ag",107,0.007906,"ug/L",18.942,68.667
"| ","Cd",111,0.044944,"ug/L",25.933,115.275
"|>","In",115,,"ug/L",,305795.302
"| ","Sb",123,0.504735,"ug/L",3.481,2158.023
"|-","Ba",137,375.633528,"ug/L",0.193,1143509.409
"|-","Tl",205,0.011806,"ug/L",9.585,944.716
"| ","Pb",208,0.069072,"ug/L",0.795,2529.803
"|>","Bi",209,,"ug/L",,343077.158
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3783-09"
"Sample Date/Time:","Tuesday, December 05, 2023 13:25:47"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,472610.947
"| ","Be",9,0.023511,"ug/L",57.409,15.667
"|-","Al",27,15.609322,"ug/L",1.880,99751.283
"|-","V",51,-1.071740,"ug/L",48.455,-14220.685
"| ","Cr",52,2.246981,"ug/L",83.856,23711.460
"| ","Mn",55,1046.005961,"ug/L",0.723,14695843.853
"| ","Fe",57,1804.310984,"ug/L",0.298,502277.707
"| ","Co",59,2.170778,"ug/L",1.325,20437.951
"| ","Ni",60,1.243224,"ug/L",6.636,9374.832
"| ","Cu",63,8.911619,"ug/L",0.558,34818.552
"| ","Zn",66,45.448985,"ug/L",0.636,49991.077
"| ","As",75,-0.259057,"ug/L",156.978,-703.256
"| ","Se",82,0.772415,"ug/L",14.386,108.094
"|>","Ge",74,,"ug/L",,268686.877
"|-","Mo",97,3.333838,"ug/L",2.848,5206.670
"|-","Ag",107,0.008424,"ug/L",5.773,71.667
"| ","Cd",111,0.061720,"ug/L",20.159,139.257
"|>","In",115,,"ug/L",,303587.702
"| ","Sb",123,0.403917,"ug/L",7.594,1737.793
"|-","Ba",137,370.157624,"ug/L",1.616,1118557.025
"|-","Tl",205,0.009491,"ug/L",11.360,886.377
"| ","Pb",208,0.086043,"ug/L",1.151,3050.868
"|>","Bi",209,,"ug/L",,340990.252
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3782-12"
"Sample Date/Time:","Tuesday, December 05, 2023 13:29:06"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,496721.577
"| ","Be",9,0.824657,"ug/L",6.179,405.009
"|-","Al",27,941.030645,"ug/L",0.667,5103877.140
"|-","V",51,2.568938,"ug/L",6.012,18639.154
"| ","Cr",52,2.716081,"ug/L",1.636,29019.250
"| ","Mn",55,119.956001,"ug/L",1.411,1788647.841
"| ","Fe",57,954.872660,"ug/L",0.906,283598.676
"| ","Co",59,1.073662,"ug/L",0.745,10781.723
"| ","Ni",60,-0.399619,"ug/L",16.738,6723.485
"| ","Cu",63,15.067165,"ug/L",0.753,62315.573
"| ","Zn",66,4.332034,"ug/L",2.196,5302.881
"| ","As",75,5.116098,"ug/L",5.161,5440.189
"| ","Se",82,0.779300,"ug/L",8.412,115.610
"|>","Ge",74,,"ug/L",,285044.692
"|-","Mo",97,1.611505,"ug/L",1.294,2711.683
"|-","Ag",107,0.043364,"ug/L",3.279,323.672
"| ","Cd",111,0.022095,"ug/L",16.060,84.557
"|>","In",115,,"ug/L",,319173.130
"| ","Sb",123,0.702122,"ug/L",2.030,3084.756
"|-","Ba",137,28.531688,"ug/L",0.696,90726.514
"|-","Tl",205,0.139111,"ug/L",2.858,4330.032
"| ","Pb",208,11.594957,"ug/L",0.805,415096.894
"|>","Bi",209,,"ug/L",,385928.013
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0163-01"
"Sample Date/Time:","Tuesday, December 05, 2023 13:32:25"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,446942.098
"| ","Be",9,0.019991,"ug/L",46.187,13.333
"|-","Al",27,6.374894,"ug/L",0.980,49462.199
"|-","V",51,-2.362595,"ug/L",17.175,-24958.006
"| ","Cr",52,1.140280,"ug/L",3.024,14744.619
"| ","Mn",55,127.760222,"ug/L",0.485,1756169.549
"| ","Fe",57,653.381397,"ug/L",0.460,179912.667
"| ","Co",59,1.774307,"ug/L",0.897,16356.034
"| ","Ni",60,24.277846,"ug/L",0.626,50804.918
"| ","Cu",63,17.346047,"ug/L",0.519,66102.472
"| ","Zn",66,380.787798,"ug/L",0.021,407766.542
"| ","As",75,-1.010311,"ug/L",41.343,-1483.218
"| ","Se",82,1.868757,"ug/L",7.202,245.835
"|>","Ge",74,,"ug/L",,262770.122
"|-","Mo",97,0.528846,"ug/L",3.436,869.959
"|-","Ag",107,0.065484,"ug/L",6.387,439.344
"| ","Cd",111,2.038751,"ug/L",2.825,2950.752
"|>","In",115,,"ug/L",,291405.615
"| ","Sb",123,0.698097,"ug/L",2.594,2800.370
"|-","Ba",137,362.002893,"ug/L",0.411,1050134.525
"|-","Tl",205,0.094807,"ug/L",0.434,2521.016
"| ","Pb",208,6.657119,"ug/L",0.340,188304.619
"|>","Bi",209,,"ug/L",,304741.815
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0163-02"
"Sample Date/Time:","Tuesday, December 05, 2023 13:35:44"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,454431.936
"| ","Be",9,0.025512,"ug/L",9.114,16.000
"|-","Al",27,43.673685,"ug/L",2.208,234579.164
"|-","V",51,2.243117,"ug/L",7.002,15092.107
"| ","Cr",52,1.355299,"ug/L",2.328,17164.525
"| ","Mn",55,344.587858,"ug/L",0.381,4961210.381
"| ","Fe",57,2181.618789,"ug/L",0.388,621589.218
"| ","Co",59,2.177850,"ug/L",0.295,21009.917
"| ","Ni",60,40.503551,"ug/L",0.863,83956.585
"| ","Cu",63,7.161954,"ug/L",1.209,28711.607
"| ","Zn",66,100.291798,"ug/L",0.397,112718.170
"| ","As",75,1.973957,"ug/L",10.974,1762.554
"| ","Se",82,1.429574,"ug/L",1.576,198.776
"|>","Ge",74,,"ug/L",,275312.891
"|-","Mo",97,4.205547,"ug/L",1.928,6710.093
"|-","Ag",107,0.006316,"ug/L",19.604,57.334
"| ","Cd",111,0.276896,"ug/L",8.451,457.802
"|>","In",115,,"ug/L",,302969.105
"| ","Sb",123,1.852762,"ug/L",0.226,7530.167
"|-","Ba",137,161.564889,"ug/L",1.115,487314.293
"|-","Tl",205,-0.011981,"ug/L",4.680,375.674
"| ","Pb",208,15.615937,"ug/L",0.272,464334.173
"|>","Bi",209,,"ug/L",,320635.855
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0163-03"
"Sample Date/Time:","Tuesday, December 05, 2023 13:39:04"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,466238.333
"| ","Be",9,0.025324,"ug/L",4.571,16.333
"|-","Al",27,6.508045,"ug/L",4.394,52265.859
"|-","V",51,0.177193,"ug/L",154.909,-3605.856
"| ","Cr",52,1.275718,"ug/L",1.947,17593.007
"| ","Mn",55,936.643246,"ug/L",1.142,14351946.348
"| ","Fe",57,12271.197714,"ug/L",1.001,3705024.500
"| ","Co",59,1.151014,"ug/L",1.505,11875.086
"| ","Ni",60,9.035117,"ug/L",0.458,25931.600
"| ","Cu",63,1.028761,"ug/L",0.352,4569.815
"| ","Zn",66,36.370252,"ug/L",0.698,43687.388
"| ","As",75,3.327197,"ug/L",5.299,3477.157
"| ","Se",82,0.572937,"ug/L",8.463,89.482
"|>","Ge",74,,"ug/L",,293050.070
"|-","Mo",97,1.116284,"ug/L",3.288,1956.156
"|-","Ag",107,0.011158,"ug/L",5.058,93.667
"| ","Cd",111,0.075417,"ug/L",7.047,165.851
"|>","In",115,,"ug/L",,315476.712
"| ","Sb",123,0.456040,"ug/L",1.100,2023.794
"|-","Ba",137,235.436467,"ug/L",1.291,739366.602
"|-","Tl",205,-0.016367,"ug/L",1.654,312.672
"| ","Pb",208,5.457463,"ug/L",0.380,180038.404
"|>","Bi",209,,"ug/L",,355285.928
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0163-04"
"Sample Date/Time:","Tuesday, December 05, 2023 13:42:24"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,433981.574
"| ","Be",9,0.030365,"ug/L",5.503,17.333
"|-","Al",27,142.647688,"ug/L",2.845,691042.144
"|-","V",51,11.793271,"ug/L",1.317,104233.426
"| ","Cr",52,3.234822,"ug/L",1.182,33349.078
"| ","Mn",55,359.473639,"ug/L",0.573,5364418.910
"| ","Fe",57,8406.623694,"ug/L",0.774,2472821.507
"| ","Co",59,0.765486,"ug/L",1.249,7729.953
"| ","Ni",60,22.038578,"ug/L",0.468,50778.449
"| ","Cu",63,2.716826,"ug/L",1.432,11416.165
"| ","Zn",66,3.403169,"ug/L",1.791,4228.984
"| ","As",75,4.366309,"ug/L",5.128,4584.122
"| ","Se",82,1.020775,"ug/L",15.356,149.209
"|>","Ge",74,,"ug/L",,285366.946
"|-","Mo",97,1.356025,"ug/L",3.588,2296.724
"|-","Ag",107,0.011413,"ug/L",1.284,91.334
"| ","Cd",111,-0.004137,"ug/L",215.047,41.323
"|>","In",115,,"ug/L",,301769.328
"| ","Sb",123,0.910651,"ug/L",2.470,3747.475
"|-","Ba",137,85.634811,"ug/L",0.995,257302.429
"|-","Tl",205,-0.024937,"ug/L",0.792,99.667
"| ","Pb",208,1.993014,"ug/L",0.792,59641.938
"|>","Bi",209,,"ug/L",,321227.415
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0163-05"
"Sample Date/Time:","Tuesday, December 05, 2023 13:45:44"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,428315.650
"| ","Be",9,0.033334,"ug/L",19.441,18.333
"|-","Al",27,58.414781,"ug/L",1.792,289766.125
"|-","V",51,4.300385,"ug/L",5.558,34771.090
"| ","Cr",52,1.773054,"ug/L",1.625,21271.527
"| ","Mn",55,571.302549,"ug/L",0.073,8534254.919
"| ","Fe",57,9155.091358,"ug/L",0.470,2695594.808
"| ","Co",59,1.180017,"ug/L",1.799,11865.073
"| ","Ni",60,19.515653,"ug/L",1.279,45873.796
"| ","Cu",63,3.555034,"ug/L",2.542,14890.857
"| ","Zn",66,20.277577,"ug/L",0.800,23865.620
"| ","As",75,11.951260,"ug/L",4.284,13343.089
"| ","Se",82,1.226327,"ug/L",0.365,178.015
"|>","Ge",74,,"ug/L",,285671.531
"|-","Mo",97,2.823657,"ug/L",1.096,4700.974
"|-","Ag",107,0.010811,"ug/L",4.101,87.667
"| ","Cd",111,0.032693,"ug/L",37.169,95.970
"|>","In",115,,"ug/L",,303055.010
"| ","Sb",123,1.902557,"ug/L",1.469,7731.707
"|-","Ba",137,181.599796,"ug/L",0.860,547899.814
"|-","Tl",205,-0.015159,"ug/L",12.421,312.339
"| ","Pb",208,21.730916,"ug/L",0.217,655056.541
"|>","Bi",209,,"ug/L",,325104.027
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Tuesday, December 05, 2023 13:49:06"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,443256.864
"| ","Be",9,66.990199,"ug/L",1.250,28988.481
"|-","Al",27,914.290612,"ug/L",0.902,4425389.383
"|-","V",51,50.314131,"ug/L",0.332,490847.808
"| ","Cr",52,51.347481,"ug/L",0.495,458841.243
"| ","Mn",55,49.793093,"ug/L",0.546,790895.282
"| ","Fe",57,1028.567232,"ug/L",0.410,324944.873
"| ","Co",59,53.327185,"ug/L",0.225,564115.211
"| ","Ni",60,51.302013,"ug/L",0.783,115076.975
"| ","Cu",63,110.408050,"ug/L",0.888,484682.812
"| ","Zn",66,104.858995,"ug/L",0.320,129873.209
"| ","As",75,52.240398,"ug/L",0.749,63553.925
"| ","Se",82,19.514716,"ug/L",4.839,2887.043
"|>","Ge",74,,"ug/L",,303435.696
"|-","Mo",97,18.333216,"ug/L",0.700,31951.747
"|-","Ag",107,10.556116,"ug/L",0.401,77059.575
"| ","Cd",111,52.408142,"ug/L",0.564,84013.456
"|>","In",115,,"ug/L",,327711.353
"| ","Sb",123,9.738475,"ug/L",3.226,42253.896
"|-","Ba",137,201.957612,"ug/L",0.759,658926.313
"|-","Tl",205,50.065777,"ug/L",1.161,1315154.692
"| ","Pb",208,50.336619,"ug/L",0.418,1842244.461
"|>","Bi",209,,"ug/L",,394815.242
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Tuesday, December 05, 2023 13:52:27"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,418948.422
"| ","Be",9,0.014584,"ug/L",116.690,10.333
"|-","Al",27,4.053961,"ug/L",1.147,35790.325
"|-","V",51,-0.930464,"ug/L",13.032,-13966.569
"| ","Cr",52,0.342369,"ug/L",4.081,9527.991
"| ","Mn",55,0.037330,"ug/L",14.223,1442.448
"| ","Fe",57,0.805085,"ug/L",50.301,3737.435
"| ","Co",59,-0.004463,"ug/L",74.944,72.000
"| ","Ni",60,-3.798780,"ug/L",0.110,60.667
"| ","Cu",63,0.000682,"ug/L",683.205,210.002
"| ","Zn",66,0.043961,"ug/L",13.985,328.339
"| ","As",75,-0.053165,"ug/L",469.982,-514.851
"| ","Se",82,-0.033956,"ug/L",158.372,2.952
"|>","Ge",74,,"ug/L",,289018.976
"|-","Mo",97,0.054622,"ug/L",24.937,171.426
"|-","Ag",107,0.002560,"ug/L",39.480,32.667
"| ","Cd",111,0.002024,"ug/L",71.705,51.623
"|>","In",115,,"ug/L",,309304.921
"| ","Sb",123,0.294247,"ug/L",5.088,1323.797
"|-","Ba",137,0.014871,"ug/L",44.162,117.590
"|-","Tl",205,-0.019673,"ug/L",7.644,248.003
"| ","Pb",208,0.002596,"ug/L",79.600,455.671
"|>","Bi",209,,"ug/L",,376014.384
"QC Calculated Values"
