"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Friday, December 08, 2023 09:09:43"
"Sample Description:"
"Batch ID:","12/08/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,441089.007
"| ","Be",9,1.933644,"ug/L",2.211,980.053
"|-","Al",27,69219.597314,"ug/L",2.416,490977890.970
"|-","V",51,106.330825,"ug/L",1.186,970229.733
"| ","Cr",52,95.813862,"ug/L",2.011,810801.194
"| ","Mn",55,2304.646599,"ug/L",1.939,33399923.997
"| ","Fe",57,99547.950394,"ug/L",1.583,29795971.603
"| ","Co",59,48.313575,"ug/L",1.348,532616.454
"| ","Ni",60,130.718345,"ug/L",1.292,295667.181
"| ","Cu",63,102.391691,"ug/L",0.986,499115.196
"| ","Zn",66,198.611510,"ug/L",0.491,247529.172
"| ","As",75,20.277915,"ug/L",3.321,24099.484
"| ","Se",82,-0.539319,"ug/L",18.955,-81.387
"|>","Ge",74,,"ug/L",,273633.990
"|-","Mo",97,3.359768,"ug/L",2.189,5261.990
"|-","Ag",107,0.525245,"ug/L",0.900,4427.745
"| ","Cd",111,-0.741026,"ug/L",6.494,-1238.110
"|>","In",115,,"ug/L",,340727.475
"| ","Sb",123,0.371843,"ug/L",5.032,1763.217
"|-","Ba",137,3828.009404,"ug/L",1.275,13400582.372
"|-","Tl",205,1.008951,"ug/L",0.430,22639.823
"| ","Pb",208,74.236965,"ug/L",0.110,2297903.263
"|>","Bi",209,,"ug/L",,329008.842
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0122-01"
"Sample Date/Time:","Friday, December 08, 2023 12:37:29"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,650327.685
"| ","Be",9,0.816084,"ug/L",2.321,627.355
"|-","Al",27,41967.658009,"ug/L",2.174,438909858.393
"|-","V",51,65.294407,"ug/L",0.369,958994.745
"| ","Cr",52,32.527511,"ug/L",0.449,459990.617
"| ","Mn",55,5229.204098,"ug/L",0.242,123087506.629
"| ","Fe",57,56600.074869,"ug/L",0.439,27519414.020
"| ","Co",59,15.142563,"ug/L",0.885,271198.904
"| ","Ni",60,25.759854,"ug/L",0.352,94666.819
"| ","Cu",63,102.547612,"ug/L",0.257,811842.474
"| ","Zn",66,190.827057,"ug/L",0.580,386257.398
"| ","As",75,13.535668,"ug/L",0.630,25564.344
"| ","Se",82,1.407177,"ug/L",2.544,316.700
"|>","Ge",74,,"ug/L",,444368.160
"|-","Mo",97,1.771736,"ug/L",1.304,4528.412
"|-","Ag",107,0.210094,"ug/L",2.965,2692.066
"| ","Cd",111,0.999949,"ug/L",4.142,2681.571
"|>","In",115,,"ug/L",,514482.609
"| ","Sb",123,0.518267,"ug/L",1.066,3619.413
"|-","Ba",137,334.125794,"ug/L",0.795,1766254.842
"|-","Tl",205,0.468927,"ug/L",1.541,17957.720
"| ","Pb",208,73.855165,"ug/L",0.349,3891158.205
"|>","Bi",209,,"ug/L",,559996.748
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0541-01"
"Sample Date/Time:","Friday, December 08, 2023 12:40:44"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,306579.867
"| ","Be",9,0.897287,"ug/L",4.572,323.672
"|-","Al",27,27882.313167,"ug/L",2.574,137445755.641
"|-","V",51,55.517185,"ug/L",1.563,357550.169
"| ","Cr",52,48.145033,"ug/L",1.145,295614.564
"| ","Mn",55,1402.988266,"ug/L",0.705,14542607.263
"| ","Fe",57,54355.814569,"ug/L",0.725,11637567.977
"| ","Co",59,23.366222,"ug/L",0.777,184244.677
"| ","Ni",60,88.637188,"ug/L",0.849,143394.827
"| ","Cu",63,51.562377,"ug/L",1.418,179783.668
"| ","Zn",66,194.682653,"ug/L",1.772,173508.914
"| ","As",75,16.800342,"ug/L",1.391,14152.411
"| ","Se",82,-0.474744,"ug/L",55.169,-51.763
"|>","Ge",74,,"ug/L",,195686.441
"|-","Mo",97,8.764887,"ug/L",2.692,9786.068
"|-","Ag",107,0.350297,"ug/L",1.710,2213.269
"| ","Cd",111,0.398136,"ug/L",11.756,548.704
"|>","In",115,,"ug/L",,254836.481
"| ","Sb",123,0.420338,"ug/L",4.889,1475.526
"|-","Ba",137,247.094577,"ug/L",1.079,646958.165
"|-","Tl",205,1.819839,"ug/L",0.244,26308.012
"| ","Pb",208,102.593677,"ug/L",0.186,2048018.046
"|>","Bi",209,,"ug/L",,212187.473
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 08, 2023 12:44:00"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,600793.636
"| ","Be",9,58.820652,"ug/L",0.885,39788.219
"|-","Al",27,695.329899,"ug/L",1.328,6750610.686
"|-","V",51,48.876952,"ug/L",0.777,755759.523
"| ","Cr",52,49.543585,"ug/L",0.265,732455.669
"| ","Mn",55,50.012181,"ug/L",0.651,1250339.627
"| ","Fe",57,1017.173508,"ug/L",1.005,532680.339
"| ","Co",59,51.638528,"ug/L",0.654,981111.264
"| ","Ni",60,53.516418,"ug/L",0.438,208644.220
"| ","Cu",63,104.955954,"ug/L",0.641,881690.943
"| ","Zn",66,103.398322,"ug/L",0.873,222337.682
"| ","As",75,50.383599,"ug/L",0.995,105881.917
"| ","Se",82,19.592632,"ug/L",1.145,4785.381
"|>","Ge",74,,"ug/L",,471537.118
"|-","Mo",97,18.987753,"ug/L",0.774,51041.907
"|-","Ag",107,10.309560,"ug/L",0.565,129728.081
"| ","Cd",111,51.486205,"ug/L",0.695,133661.786
"|>","In",115,,"ug/L",,510732.538
"| ","Sb",123,9.415991,"ug/L",1.512,61346.577
"|-","Ba",137,200.517310,"ug/L",0.828,1052238.036
"|-","Tl",205,50.566977,"ug/L",0.364,2052299.342
"| ","Pb",208,51.166869,"ug/L",0.040,2871465.952
"|>","Bi",209,,"ug/L",,596474.632
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Friday, December 08, 2023 12:47:16"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,590217.304
"| ","Be",9,0.027565,"ug/L",111.431,45.667
"|-","Al",27,15.650448,"ug/L",101.467,181315.078
"|-","V",51,-0.435608,"ug/L",17.914,-31058.600
"| ","Cr",52,-0.163216,"ug/L",44.980,18904.682
"| ","Mn",55,0.929545,"ug/L",106.952,24793.694
"| ","Fe",57,16.257005,"ug/L",123.760,16699.466
"| ","Co",59,0.032456,"ug/L",83.646,702.037
"| ","Ni",60,0.049657,"ug/L",91.051,242.671
"| ","Cu",63,0.077316,"ug/L",69.081,853.048
"| ","Zn",66,0.118839,"ug/L",124.911,804.706
"| ","As",75,0.272960,"ug/L",64.276,-1237.360
"| ","Se",82,0.080651,"ug/L",51.741,11.769
"|>","Ge",74,,"ug/L",,479189.862
"|-","Mo",97,0.088964,"ug/L",11.388,289.726
"|-","Ag",107,0.010650,"ug/L",78.225,162.669
"| ","Cd",111,0.021287,"ug/L",65.616,121.295
"|>","In",115,,"ug/L",,507917.876
"| ","Sb",123,0.297405,"ug/L",7.025,2147.361
"|-","Ba",137,0.574228,"ug/L",84.571,3083.691
"|-","Tl",205,0.031342,"ug/L",56.632,1375.790
"| ","Pb",208,0.046632,"ug/L",69.446,2995.575
"|>","Bi",209,,"ug/L",,597931.280
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0541-03"
"Sample Date/Time:","Friday, December 08, 2023 12:50:32"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,349665.939
"| ","Be",9,2.726059,"ug/L",1.136,1088.732
"|-","Al",27,48181.890129,"ug/L",2.234,270884310.153
"|-","V",51,102.720127,"ug/L",1.237,858485.701
"| ","Cr",52,62.535216,"ug/L",1.028,488727.535
"| ","Mn",55,1345.594975,"ug/L",0.926,17873636.134
"| ","Fe",57,72464.140837,"ug/L",1.194,19879618.755
"| ","Co",59,28.622144,"ug/L",1.220,289204.317
"| ","Ni",60,93.008474,"ug/L",1.313,192812.035
"| ","Cu",63,60.219512,"ug/L",0.621,269071.969
"| ","Zn",66,146.487489,"ug/L",0.673,167389.731
"| ","As",75,70.535056,"ug/L",0.211,79214.365
"| ","Se",82,1.643371,"ug/L",18.770,209.353
"|>","Ge",74,,"ug/L",,250765.456
"|-","Mo",97,8.619196,"ug/L",1.633,12334.303
"|-","Ag",107,0.450050,"ug/L",0.276,3347.616
"| ","Cd",111,-0.171530,"ug/L",9.850,-222.638
"|>","In",115,,"ug/L",,300422.818
"| ","Sb",123,1.230903,"ug/L",1.345,4834.395
"|-","Ba",137,527.645778,"ug/L",0.600,1628659.364
"|-","Tl",205,1.607629,"ug/L",0.596,28647.736
"| ","Pb",208,131.648356,"ug/L",0.192,3238836.539
"|>","Bi",209,,"ug/L",,261508.304
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0541-04"
"Sample Date/Time:","Friday, December 08, 2023 12:53:47"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,400539.290
"| ","Be",9,1.767256,"ug/L",3.898,815.037
"|-","Al",27,60696.772018,"ug/L",1.244,390939825.369
"|-","V",51,86.350359,"ug/L",0.570,741258.865
"| ","Cr",52,78.194351,"ug/L",1.031,626543.009
"| ","Mn",55,2221.172642,"ug/L",0.971,30387622.215
"| ","Fe",57,87440.100579,"ug/L",0.728,24706414.755
"| ","Co",59,43.308951,"ug/L",0.562,450698.890
"| ","Ni",60,118.956730,"ug/L",0.814,253986.471
"| ","Cu",63,98.950077,"ug/L",0.515,455310.724
"| ","Zn",66,189.572165,"ug/L",0.504,223025.319
"| ","As",75,16.491475,"ug/L",2.545,18319.320
"| ","Se",82,0.024555,"ug/L",521.007,-1.100
"|>","Ge",74,,"ug/L",,258275.233
"|-","Mo",97,2.978826,"ug/L",1.669,4407.000
"|-","Ag",107,1.013630,"ug/L",0.626,7980.168
"| ","Cd",111,-0.538223,"ug/L",7.161,-830.394
"|>","In",115,,"ug/L",,318882.139
"| ","Sb",123,0.301313,"ug/L",4.920,1364.323
"|-","Ba",137,3684.952347,"ug/L",0.383,12073049.435
"|-","Tl",205,0.795951,"ug/L",1.999,16468.575
"| ","Pb",208,53.917342,"ug/L",0.148,1537880.659
"|>","Bi",209,,"ug/L",,303162.723
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0541-05"
"Sample Date/Time:","Friday, December 08, 2023 12:57:02"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,343929.351
"| ","Be",9,2.320488,"ug/L",3.669,914.046
"|-","Al",27,47687.244294,"ug/L",1.327,263728169.199
"|-","V",51,90.907416,"ug/L",0.343,729014.458
"| ","Cr",52,76.557917,"ug/L",0.296,572795.330
"| ","Mn",55,1429.046728,"ug/L",0.567,18248401.465
"| ","Fe",57,106984.010702,"ug/L",0.621,28213645.685
"| ","Co",59,47.985093,"ug/L",0.227,466085.701
"| ","Ni",60,149.058090,"ug/L",0.258,297049.121
"| ","Cu",63,66.877431,"ug/L",0.586,287252.762
"| ","Zn",66,335.074403,"ug/L",0.335,367720.239
"| ","As",75,56.793732,"ug/L",0.277,61134.389
"| ","Se",82,3.792370,"ug/L",8.795,470.115
"|>","Ge",74,,"ug/L",,241062.479
"|-","Mo",97,13.315787,"ug/L",1.410,18305.841
"|-","Ag",107,0.449400,"ug/L",0.811,3265.253
"| ","Cd",111,0.842133,"ug/L",1.273,1293.809
"|>","In",115,,"ug/L",,293462.598
"| ","Sb",123,0.784663,"ug/L",3.867,3057.821
"|-","Ba",137,515.134556,"ug/L",0.225,1553224.700
"|-","Tl",205,2.572715,"ug/L",1.192,47079.266
"| ","Pb",208,142.023402,"ug/L",0.305,3590243.853
"|>","Bi",209,,"ug/L",,268709.254
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B360041-BLK1"
"Sample Date/Time:","Friday, December 08, 2023 13:00:17"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,629184.335
"| ","Be",9,-0.024270,"ug/L",15.070,12.000
"|-","Al",27,4.631672,"ug/L",12.927,81632.617
"|-","V",51,-0.716049,"ug/L",21.972,-33745.665
"| ","Cr",52,0.092229,"ug/L",67.625,21442.961
"| ","Mn",55,0.162338,"ug/L",9.524,4977.366
"| ","Fe",57,5.332733,"ug/L",29.479,10368.261
"| ","Co",59,0.006200,"ug/L",20.640,183.669
"| ","Ni",60,0.136989,"ug/L",8.841,557.017
"| ","Cu",63,0.032214,"ug/L",11.500,442.344
"| ","Zn",66,0.068658,"ug/L",33.905,658.024
"| ","As",75,-0.155990,"ug/L",53.171,-2056.304
"| ","Se",82,0.095044,"ug/L",38.468,14.588
"|>","Ge",74,,"ug/L",,453960.471
"|-","Mo",97,0.042939,"ug/L",7.042,155.540
"|-","Ag",107,0.001645,"ug/L",21.795,51.000
"| ","Cd",111,-0.005981,"ug/L",67.138,52.248
"|>","In",115,,"ug/L",,523055.977
"| ","Sb",123,0.018350,"ug/L",36.376,357.171
"|-","Ba",137,0.086581,"ug/L",7.802,544.292
"|-","Tl",205,0.001439,"ug/L",23.738,148.668
"| ","Pb",208,0.016719,"ug/L",8.278,1238.699
"|>","Bi",209,,"ug/L",,566561.171
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B360041-BS1"
"Sample Date/Time:","Friday, December 08, 2023 13:03:33"
"Sample Description:","20X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,597562.516
"| ","Be",9,90.829567,"ug/L",1.434,61095.651
"|-","Al",27,5088.717842,"ug/L",0.910,48928640.999
"|-","V",51,61.277731,"ug/L",0.616,919080.501
"| ","Cr",52,124.068187,"ug/L",0.465,1737600.357
"| ","Mn",55,229.305963,"ug/L",1.039,5521718.198
"| ","Fe",57,3874.389584,"ug/L",0.736,1933828.930
"| ","Co",59,93.012187,"ug/L",0.305,1703260.978
"| ","Ni",60,63.320212,"ug/L",0.659,237930.428
"| ","Cu",63,68.798977,"ug/L",0.748,557121.313
"| ","Zn",66,192.001598,"ug/L",0.435,397479.570
"| ","As",75,94.263141,"ug/L",0.309,192448.817
"| ","Se",82,47.712308,"ug/L",1.990,11244.015
"|>","Ge",74,,"ug/L",,454492.750
"|-","Mo",97,27.252412,"ug/L",0.921,70591.645
"|-","Ag",107,25.158054,"ug/L",0.509,310276.558
"| ","Cd",111,55.716587,"ug/L",0.842,141792.847
"|>","In",115,,"ug/L",,500638.811
"| ","Sb",123,46.228342,"ug/L",0.097,294325.094
"|-","Ba",137,190.957815,"ug/L",0.922,982258.920
"|-","Tl",205,95.550628,"ug/L",0.052,3698793.128
"| ","Pb",208,81.394551,"ug/L",0.260,4356692.859
"|>","Bi",209,,"ug/L",,568925.745
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B360041-BSD1"
"Sample Date/Time:","Friday, December 08, 2023 13:06:48"
"Sample Description:","20X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,609552.855
"| ","Be",9,85.362797,"ug/L",0.950,58571.097
"|-","Al",27,4993.327923,"ug/L",0.966,48976742.546
"|-","V",51,58.300496,"ug/L",0.199,876340.704
"| ","Cr",52,118.242111,"ug/L",0.545,1662703.049
"| ","Mn",55,218.630746,"ug/L",1.447,5282939.592
"| ","Fe",57,3841.210157,"ug/L",1.514,1924025.159
"| ","Co",59,89.284040,"ug/L",0.325,1640677.025
"| ","Ni",60,60.590346,"ug/L",0.996,228472.623
"| ","Cu",63,66.183183,"ug/L",0.670,537826.790
"| ","Zn",66,184.839173,"ug/L",0.275,384008.118
"| ","As",75,90.225586,"ug/L",0.558,184773.721
"| ","Se",82,45.731496,"ug/L",1.252,10813.841
"|>","Ge",74,,"ug/L",,456070.841
"|-","Mo",97,26.198064,"ug/L",1.380,68097.186
"|-","Ag",107,24.496127,"ug/L",0.666,304504.704
"| ","Cd",111,53.320684,"ug/L",1.205,136763.668
"|>","In",115,,"ug/L",,504610.176
"| ","Sb",123,42.990482,"ug/L",1.584,275867.677
"|-","Ba",137,190.860446,"ug/L",0.952,989521.140
"|-","Tl",205,91.141436,"ug/L",0.359,3567933.351
"| ","Pb",208,77.841330,"ug/L",0.688,4213541.522
"|>","Bi",209,,"ug/L",,575336.443
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B360041-MS1"
"Sample Date/Time:","Friday, December 08, 2023 13:10:03"
"Sample Description:","20X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,521605.620
"| ","Be",9,21.761426,"ug/L",2.173,12793.330
"|-","Al",27,5583.075473,"ug/L",2.500,46848564.380
"|-","V",51,36.410615,"ug/L",3.331,447181.648
"| ","Cr",52,49.401753,"ug/L",5.130,586441.733
"| ","Mn",55,264.477821,"ug/L",0.487,5304474.147
"| ","Fe",57,9081.261585,"ug/L",0.302,3766855.481
"| ","Co",59,27.042991,"ug/L",0.257,412524.499
"| ","Ni",60,38.956094,"ug/L",0.473,121943.461
"| ","Cu",63,54.823609,"ug/L",0.323,369822.030
"| ","Zn",66,72.339579,"ug/L",0.422,125006.598
"| ","As",75,25.985961,"ug/L",0.568,43143.071
"| ","Se",82,20.069397,"ug/L",0.438,3935.431
"|>","Ge",74,,"ug/L",,378563.295
"|-","Mo",97,22.439005,"ug/L",0.712,48419.090
"|-","Ag",107,15.838099,"ug/L",0.491,166602.082
"| ","Cd",111,20.358996,"ug/L",0.937,44220.317
"|>","In",115,,"ug/L",,426973.830
"| ","Sb",123,12.227726,"ug/L",0.685,66536.923
"|-","Ba",137,69.993067,"ug/L",0.105,307113.373
"|-","Tl",205,24.217520,"ug/L",0.732,733566.529
"| ","Pb",208,41.962476,"ug/L",0.544,1757547.665
"|>","Bi",209,,"ug/L",,445168.348
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B360041-MSD1"
"Sample Date/Time:","Friday, December 08, 2023 13:13:18"
"Sample Description:","20X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,510617.874
"| ","Be",9,21.859244,"ug/L",1.852,12581.368
"|-","Al",27,8120.698095,"ug/L",1.598,66704774.730
"|-","V",51,38.086772,"ug/L",2.798,478118.137
"| ","Cr",52,86.780326,"ug/L",2.721,1037940.982
"| ","Mn",55,246.847112,"ug/L",2.019,5050960.834
"| ","Fe",57,11135.847614,"ug/L",2.051,4710922.439
"| ","Co",59,26.865629,"ug/L",1.269,418112.512
"| ","Ni",60,40.485860,"ug/L",1.630,129291.344
"| ","Cu",63,55.309991,"ug/L",0.745,380654.713
"| ","Zn",66,75.175392,"ug/L",0.544,132521.596
"| ","As",75,25.226552,"ug/L",1.963,42684.403
"| ","Se",82,19.441278,"ug/L",1.562,3889.144
"|>","Ge",74,,"ug/L",,386233.155
"|-","Mo",97,21.343388,"ug/L",1.941,46986.471
"|-","Ag",107,14.931279,"ug/L",0.692,157526.488
"| ","Cd",111,19.721046,"ug/L",0.444,42962.967
"|>","In",115,,"ug/L",,428223.141
"| ","Sb",123,9.223751,"ug/L",0.438,50385.499
"|-","Ba",137,95.048184,"ug/L",0.748,418249.476
"|-","Tl",205,23.268675,"ug/L",0.710,714660.079
"| ","Pb",208,42.257533,"ug/L",0.999,1794553.031
"|>","Bi",209,,"ug/L",,451364.149
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B360041-PS1"
"Sample Date/Time:","Friday, December 08, 2023 13:16:33"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,411169.484
"| ","Be",9,4.732882,"ug/L",0.748,2208.602
"|-","Al",27,21159.134106,"ug/L",0.978,139915328.678
"|-","V",51,46.292798,"ug/L",1.723,447207.271
"| ","Cr",52,71.741510,"ug/L",1.766,657918.107
"| ","Mn",55,588.123274,"ug/L",1.533,9194375.500
"| ","Fe",57,25942.844613,"ug/L",1.256,8379466.932
"| ","Co",59,17.543843,"ug/L",0.944,208648.217
"| ","Ni",60,52.387452,"ug/L",1.251,127827.432
"| ","Cu",63,50.892429,"ug/L",0.971,267641.609
"| ","Zn",66,105.169652,"ug/L",0.209,141535.988
"| ","As",75,13.363973,"ug/L",1.178,16748.691
"| ","Se",82,2.830312,"ug/L",7.069,428.213
"|>","Ge",74,,"ug/L",,295137.142
"|-","Mo",97,4.192757,"ug/L",1.701,7076.792
"|-","Ag",107,0.930449,"ug/L",1.315,7929.457
"| ","Cd",111,3.703330,"ug/L",1.210,6538.056
"|>","In",115,,"ug/L",,345104.976
"| ","Sb",123,1.301526,"ug/L",2.324,5862.481
"|-","Ba",137,182.974795,"ug/L",1.067,648802.596
"|-","Tl",205,5.348568,"ug/L",1.087,123074.524
"| ","Pb",208,69.432674,"ug/L",0.491,2208274.367
"|>","Bi",209,,"ug/L",,338055.517
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B360041-SRL1"
"Sample Date/Time:","Friday, December 08, 2023 13:19:48"
"Sample Description:","25X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,520123.596
"| ","Be",9,0.323654,"ug/L",14.443,213.336
"|-","Al",27,5283.472517,"ug/L",0.266,44217752.076
"|-","V",51,10.048502,"ug/L",0.926,114916.079
"| ","Cr",52,16.979555,"ug/L",0.743,222750.959
"| ","Mn",55,141.621219,"ug/L",1.109,2976615.364
"| ","Fe",57,6359.820004,"ug/L",0.518,2766127.701
"| ","Co",59,3.309260,"ug/L",0.589,52945.733
"| ","Ni",60,12.184490,"ug/L",0.511,39988.090
"| ","Cu",63,11.466473,"ug/L",0.802,81169.773
"| ","Zn",66,27.795400,"ug/L",0.955,50603.450
"| ","As",75,2.125142,"ug/L",14.333,2305.002
"| ","Se",82,0.472225,"ug/L",13.182,90.395
"|>","Ge",74,,"ug/L",,396651.599
"|-","Mo",97,0.567425,"ug/L",4.693,1320.977
"|-","Ag",107,0.065609,"ug/L",5.816,736.030
"| ","Cd",111,0.042034,"ug/L",3.144,151.299
"|>","In",115,,"ug/L",,440058.152
"| ","Sb",123,0.152162,"ug/L",4.542,1049.078
"|-","Ba",137,40.726214,"ug/L",0.855,184188.113
"|-","Tl",205,0.143153,"ug/L",2.642,4660.528
"| ","Pb",208,15.980529,"ug/L",0.283,707713.692
"|>","Bi",209,,"ug/L",,470571.503
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 08, 2023 13:23:04"
